EXCURSION_ID,SEQ,TITLE,CONTENT
989979,100,Excursion duration,3hrs
989979,118,Maximum Participation,45
972660,20,Unit Name,Isleta Resort Island Day Pass
972660,80,Intro,On this excursion you&#8217;ll swap mainland Colombia for an exclusive island retreat. First up is a boat trip to pretty Rosario Island &#8211; one of 27 islands off the northern coast &#8211; where you&#8217;ll head to the laid-back Isleta Resort. There&#8217;ll be a cocktail waiting for you on arrival plus a whistle-stop tour of the facilities then the rest is up to you. You can sprawl out on the powder-white sand or throw on your swimming gear for a dip in the Caribbean Sea. Lunch is part of the deal so you can tuck into grilled fish fried plantain and fluffy coconut rice plus dessert and a rich Colombian coffee. You&#8217;ll get more time to tan after you&#8217;ve eaten before catching a boat back to the mainland later on.
972660,100,Excursion duration,6.5
972660,118,Maximum Participation,65
972661,20,Unit Name,The Colombian National Aviary
972661,80,Intro,You&#8217;ll head out of Cartagena on this trip to visit the biggest aviary in Colombia with a few other sights thrown in too. Hop aboard the air-conditioned bus and you&#8217;ll be whisked southwards to Baru &#8211; a long spit of land poking out from the coastline. Here you&#8217;ll get more than two hours to explore the country&#8217;s national aviary which is home to an A-Z of birds. There are harpy eagles and macaws in the tropical habitat cardinals and mockingbirds in the desert section and mountain condors in the Andean area. It&#8217;s all designed to make the birds feel at home so you&#8217;ll see waterfalls palm trees and mangroves in the different zones. After a spot of lunch and a trip to the gift shop you&#8217;ll head back to Cartagena for a tour of the Old Town and a photo stop at the mighty San Felipe Fort.
972661,100,Excursion duration,4.5hrs
972661,118,Maximum Participation,60
970825,20,Unit Name,Cartagena Bike Tour
970825,80,Intro,The walled city of Cartagena is one of the best-preserved colonial towns in the Americas. On this bike trip you&#8217;ll tick off the main sights of the UNESCO-rated Old Town and you&#8217;ll explore the holiday resorts on the Bocagrande Peninsula. From the port you&#8217;ll ride through the Manga district to discover Getsemani one of the city&#8217;s coolest and most cultural neighbourhoods. You&#8217;ll then enter the charming historic city centre which is hidden within eight miles of centuries-old stone walls. On your way through the maze of cobbled alleys you&#8217;ll spot beautiful Spanish colonial houses ancient churches and pretty squares. There&#8217;ll be a photo stop at the imposing Castle of San Felipe and in the heart of the Old Town you&#8217;ll break for coffee. This is your chance to get a closer look at the sights including the Palace of the Inquisition the cathedral San Pedro Claver Church and the clock tower. Next it&#8217;s on to the peninsula of Bocagrande &#8211; Cartagenas answer to Miami Beach &#8211; with trendy caf&#233;s glossy restaurants luxury villas and strips of fine sand. You&#8217;ll spend some time on the beach to enjoy a swim and a drink before pedalling back to the port.
970825,100,Excursion duration,4-5hrs
974539,20,Unit Name,Historic Cartagena
974539,80,Intro,This tour is like flicking through the pages of Cartagena&#8217;s history book. Things get off to an impressive start when you visit the San Felipe de Barajas Castle &#8211; one of the biggest Spanish forts in the Americas. You&#8217;ll be able to snap photos of the ramparts and courtyards of this UNESCO-recognised site before making tracks for Cartagena&#8217;s old quarter. As you stroll through the colour-splashed streets a guide will tell you about the city&#8217;s run-ins with Sir Francis Drake who laid siege here in the late 16th century. Nose around Las Bovedas &#8211; former dungeons that now play host to souvenir shops and boutiques. Next you&#8217;ll have a chance to see one of the city&#8217;s best-preserved Colonial buildings &#8211; the Inquisition Palace &#8211; before things wrap up with a visit to the Naval Museum of the Caribbean.
974539,100,Excursion duration,3.75hrs
974539,118,Maximum Participation,45
994782,20,Unit Name,Ocho Rios &amp; Dunns River Falls
994782,80,Intro,The world-famous Dunn&#8217;s River Falls are a Jamaican national treasure and it&#8217;s easy to see why. Offering up plunge pools waterfalls and thermal springs this place is seriously easy on the eye. And don&#8217;t be surprised if it looks familiar &#8211; it featured in the very first James Bond film Dr. No. This tour gives you the chance to don your swim gear and explore the place up close. First up experienced guides will lead the way as you climb the waterfalls. Soak up the backdrop of ferns bamboos ginger lilies and orchids along the way and pause for a natural massage under the cascading water. If you&#8217;d rather not join in with the climb just relax on the viewing platform and take it all in from dry land. Later there&#8217;ll be time for a buffet lunch before taking the scenic drive back to port.
994782,85,Intro - ticket booklets,The world-famous Dunn&#8217;s River Falls are a Jamaican national treasure and it&#8217;s easy to see why. Offering up plunge pools waterfalls and thermal springs this place is seriously easy on the eye. This tour gives you the chance to don your swim gear and explore up close. First up experienced guides will lead the way as you climb the waterfalls. If you&#8217;d rather not get wet just relax on the viewing platform instead. When you&#8217;ve had your fill of adventure there&#8217;ll be time for a buffet lunch before heading back to port.
994782,100,Excursion duration,7.5hrs
994782,118,Maximum Participation,150
994782,200,Just so you know,There are about 200 steps to climb the waterfall. Youll need to wear non-skid footwear which can be rent locally. The minimum height to go on this tour is 3 foot.
994783,20,Unit Name,Rafting on the Martha Brae
994783,80,Intro,This half-day tour is a fantastic way to get to grips with some of Jamaica&#8217;s picture-perfect waterways. After a scenic air-conditioned drive along the coast you arrive at the town of Falmouth to see St. Peter&#8217;s Anglican Church one of the oldest and largest Anglican churches in Jamaica before pulling up at the Martha Brae rafting centre &#8211; a laid-back spot hidden in lush vegetation by Miss Marthas Herb Garden. After a short safety briefing you&#8217;re ready to climb aboard your bamboo raft. Your very own raftsman will sail you down the lazy river so all you have to worry about is listening to the birdsong taking in the jungle-like backdrop and enjoying your guide&#8217;s tales of local folklore. Three chilled-out miles later you&#8217;ll moor up at Rafter&#8217;s Rest &#8211; a riverside caf&#233; and hub of craft stalls. Then it&#8217;s all aboard the coach for the return trip to port. Once in Montego Bay there&#8217;ll be free time for a duty free shop before heading back to ship.
994783,85,Intro - ticket booklets,This tour is a fantastic way to experience some of Jamaica&#8217;s picture-perfect waterways. After a scenic coastal drive you&#8217;ll pull up at the Martha Brae rafting centre &#8211; a laid-back spot hidden in lush vegetation. One short safety briefing later you&#8217;re ready to climb aboard your bamboo raft. Your very own raftsman will sail you down the lazy river so all you have to worry about is listening to the birdsong taking in the jungle-like backdrop and enjoying your guide&#8217;s tales of local folklore. Three miles later you&#8217;ll moor up for refreshments. Then it&#8217;s back to ship via Montego Bay&#8217;s duty free shops.
994783,100,Excursion duration,4.5hrs
994783,118,Maximum Participation,60
994784,20,Unit Name,Catamaran Snorkel &amp; Doctor&#8217;s Cave Beach
994784,80,Intro,This laid-back tour promises plenty in the way of relaxation. You&#8217;ll board your catamaran at Montego Bay Pier and take a short sail through the harbour. Here there&#8217;ll be a snorkel stop so you can get up close to one of the island&#8217;s finest coral reefs. Back on board the boat fruity rum punch sets the scene. Lastly we&#8217;ll drop anchor at the famous Doctor&#8217;s Cave Beach where your time&#8217;s your own to sprawl on the sand or go exploring. This place got its name thanks to Alexander James McCatty &#8211; a doctor who donated his beachside property to set up the Montego Bay Bathing Club back in 1906. At the end of the Twenties an article declaring the waters here to have curative powers was published. The beach became an overnight must-visit destination as people from all over the world came to check out its claims for themselves. Take a dip for yourself and see what all the fuss is about.
994784,85,Intro - ticket booklets,This laid-back tour promises plenty in the way of relaxation. You&#8217;ll board your catamaran at Montego Bay Pier and sail through the pretty boat-filled harbour out into the Caribbean Sea. Here there&#8217;ll be a snorkel stop so you can get up close to one of the island&#8217;s finest coral reefs. Back on board the boat Reggae music Jamaican dance lessons and fruity rum punch set the scene. Lastly we&#8217;ll drop anchor at the famous Doctor&#8217;s Cave Beach where your time&#8217;s your own to sprawl on the sand or go exploring.
994784,100,Excursion duration,3.5hrs
994784,118,Maximum Participation,25
994785,20,Unit Name,Great Houses of Montego Bay &amp; City Highlights
994785,80,Intro,As well as natural wonders Jamaica has its fair share of manmade assets to show off and this tour ticks off some of the island&#8217;s finest architecture. Your day begins with a drive through Westgate Hills a residential area that showcases different styles of Jamaican property design. Then it&#8217;s on to the Barnett Street Police Station a cut-stone Georgian building in pristine condition. From here you&#8217;ll head out onto Queen&#8217;s Drive. The birds-eye views from up here are some of the best on the island. Next up it&#8217;s Greenwood Great House a lavish 17th-century pile built to entertain plantation owners and their guests. Take a look at the first-class collection of antiques and rare musical instruments. Then sample the exotic &#8216;Witches Brew&#8217; &#8211; a tipple named after Annie Palmer the famous white witch who once lived here. Legend has it she murdered her three husbands and numerous slaves only to be murdered by a worker seeking revenge. Finally we&#8217;ll head back to port stopping off at the &#8216;Hip Strip&#8217; Montego&#8217;s one-time playground for the rich and famous along the way.
994785,85,Intro - ticket booklets,As well as natural wonders Jamaica has its share of manmade assets to show off and this tour ticks off some of its finest architecture. Your day begins with a drive through Westgate Hills a residential area that showcases different styles of Jamaican property design. Next up it&#8217;s Greenwood Great House a 17th-century plantation manor. Take a look at the collection of antiques and rare musical instruments then sample the exotic &#8216;Witches Brew&#8217; &#8211; a tipple named after Annie Palmer the white witch who once lived here. Lastly we&#8217;ll stop at the &#8216;Hip Strip&#8217; Montego&#8217;s one-time playground for the rich and famous.
994785,100,Excursion duration,3.5hrs
994786,20,Unit Name,Black River Safari Crocodile Nursery &amp; Museum
994786,80,Intro,This tour reveals the best of Jamaica&#8217;s natural scenery. At the start of the day there&#8217;s a drive through rustic villages and untouched countryside. Keep an eye out for locals frying and selling fish by the roadside but there&#8217;s no time to stop as you&#8217;ve got a boat to catch. Once at Black River Jamaica&#8217;s largest wetland you&#8217;ll swap road for water and join a safari boat tour. As you sail through the swamps your guide will fill you in on the history and ecology of the area as well as pointing out its most famous inhabitant &#8211; the endangered American crocodile. Back on dry land you&#8217;ll have a chance to visit the Crocodile Nursery and see some of the animals close up. Don&#8217;t forget your camera to take a snap of feeding time. Crocs aside you&#8217;ll learn about marine turtles and West Indian manatees too before heading to a local restaurant for lunch.
994786,85,Intro - ticket booklets,This tour reveals the best of Jamaica&#8217;s natural scenery. At the start of the day there&#8217;s a drive through rustic villages and untouched countryside. Black River is Jamaica&#8217;s largest wetland where you&#8217;ll swap road for water and join a safari boat tour. As you sail through the swamps your guide will fill you in on the history and ecology of the area as well as pointing out its most famous inhabitant &#8211; the endangered American crocodile. Back on dry land you&#8217;ll have a chance to visit the Crocodile Nursery and see some of the animals close up. Don&#8217;t forget your camera to take a snap of feeding time. Crocs aside you&#8217;ll learn about marine turtles and West Indian manatees.
994786,100,Excursion duration,6.5hrs
994786,118,Maximum Participation,100
994787,20,Unit Name,River Walk at Mayfield
994787,80,Intro,If you&#8217;ve had your fill of sunbathing this back-to-nature trek mixes things up a bit. To start with there&#8217;ll be an air-conditioned drive to the Mayfield Falls. Here your guide will fill you in on the area&#8217;s ecology and give you the low-down on the flora and fauna you&#8217;ll spot on your hike. Then you&#8217;ll put your best foot forward for a guided trek across varying landscapes from bamboo bridges to dramatic waterfalls and wildlife-filled woodlands. There&#8217;ll be plenty of opportunities to take a break at Mother Nature&#8217;s answer to a Jacuzzi too &#8211; there are seven bubbling thermal springs along the way. Add 21 separate waterfalls to the mix and an underwater cave that&#8217;s ideal for swimming through and it&#8217;s a really wet and wild adventure. When it&#8217;s time to recharge you&#8217;ll stop for lunch in an authentic thatched hut overlooking the falls.
994787,100,Excursion duration,6hrs
994787,118,Maximum Participation,100
994787,200,Just so you know,There are approximately 190 steps along the river walk and its suggested you wear non-skid footwear.
994788,20,Unit Name,Great River Kayak Adventure
994788,80,Intro,This one&#8217;s a real back-to-nature tour with everything from kayaking to tractor trips on the agenda. After a drive through the hills of Montego Bay you&#8217;ll pull up at the quaint village of Lethe &#8211; the starting point for your kayaking adventure. There&#8217;ll be a short safety briefing before you don a wetsuit and head out on your kayak. Follow your guide through a rainforest channel before picking up the pace at the Great River Rapids. Depending on the weather you can swim here before sailing on to the finishing point. Once back on dry land a tractor-drawn &#8216;jitney&#8217; will be waiting to whisk you off through a banana plantation. Learn all about the banana trade as you follow the track to your final destination &#8211; the &#8216;Green&#8217;. Here you&#8217;ll have a chance to taste some punchy Jamaican tipples. Blue Mountain coffee liqueur and Lethe&#8217;s signature Pina Colada are both on the menu.
994788,85,Intro - ticket booklets,You&#8217;ll pull up at the quaint village of Lethe &#8211; the starting point for your kayaking adventure. There&#8217;ll be a short safety briefing before you don a wetsuit and head out on your kayak. Follow your guide through a rainforest channel before picking up the pace at the Great River Rapids. Depending on the weather you can swim here before sailing on to the finishing point. Once back on dry land a tractor-drawn &#8216;jitney&#8217; will be waiting to whisk you off through a banana plantation. Here you&#8217;ll have a chance to taste some punchy Jamaican tipples. Blue Mountain coffee liqueur and Lethe&#8217;s signature Pina Colada are both on the menu.
994788,100,Excursion duration,4hrs
994788,118,Maximum Participation,10
994789,20,Unit Name,Horseback Ride &amp; Swim at Braco Estate
994789,80,Intro,This half-day tour kicks off with a coach drive along the coast to the Braco Estate passing through the historic town of Falmouth on the way. Braco Great House was built back in the mid-1700s at the heart of a sugar plantation and refinery. The original building still stands but nowadays it&#8217;s used as a pimento leaf oil factory. It&#8217;s an essential ingredient when preserving meat and it&#8217;s also used in perfumes. Next you&#8217;ll make your way over to the Braco Stables where you&#8217;ll be paired with a horse to match your riding ability. Once saddled up you&#8217;ll ride across the Estate&#8217;s private land. The gardens here are full of pimento trees bright bougainvillea and fishtail palms. At a seaside cove there&#8217;ll be a chance to gallop along the beach and splash about in the surf.
994789,85,Intro - ticket booklets,Braco Great House was built back in the mid-1700s at the heart of a sugar plantation and refinery. The original building still stands but nowadays it&#8217;s used as a pimento leaf oil factory. It&#8217;s an essential ingredient when preserving meat and it&#8217;s also used in perfumes. Next you&#8217;ll make your way over to the Braco Stables where you&#8217;ll be paired with a horse to match your riding ability. Once saddled up you&#8217;ll ride across the Estate&#8217;s private land. The gardens here are full of pimento trees bright bougainvillea and fishtail palms. At a seaside cove there&#8217;ll be a chance to gallop along the beach and splash about in the surf.
994789,100,Excursion duration,4hrs
994789,200,Just so you know,There is a maximum weight restriction of 100 kilograms (15st. 10lbs) for the horses. This tour is unsuitable for passengers with limited mobility or pregnant ladies. Children of 6 years or over accompanied by an adult may participate. Finally it is advised to wear covered-in shoes and long trousers - dont forget your swimwear underneath.
994790,20,Unit Name,Jamaica Bobsled Dunns River &amp; Zipline Adventure
994790,80,Intro,If you thought a holiday in Jamaica was all about sand sea and reggae this tour will make you think again. Away from the coast this island turns into an action man&#8217;s playground and on this trip to the Ocho Rios region you can try your hand at four adrenaline-fuelled activities. You&#8217;ll ease yourself in with a trip to Dunn&#8217;s River Falls where you can make the slippery 300-metre climb to the top. It&#8217;s not all work and no play though &#8211; stop at nature&#8217;s natural massage parlour halfway up and let the cascading water pummel your stresses and strains away dont forget your towel and swim wear for this one. Then it&#8217;s on to Mystic Mountain for a triple dose of adventure before lunch. Strap yourself in to the Sky Explorer lift and travel 700 feet through the canopy of the rainforest. Plunge back down the hillside in a tropical bobsled then take a high speed flight through the jungle on a zip line.
994790,85,Intro - ticket booklets,If you thought a holiday in Jamaica was all about sand sea and reggae this tour will make you think again. You&#8217;ll ease yourself in with a trip to Dunn&#8217;s River Falls where you can make the slippery 300-metre climb to the top. Stop at nature&#8217;s natural massage parlour halfway up and let the cascading water pummel your stresses and strains away dont forget your towel and swim wear for this one. Then it&#8217;s on to Mystic Mountain - strap yourself in to the Sky Explorer lift and travel 700 feet through the canopy of the rainforest. Plunge back down the hillside in a tropical bobsled then take a high speed flight through the jungle on a zip line.
994790,100,Excursion duration,7hrs
994790,200,Just so you know,The minimum height to ride the bobsled unaccompanied by an adult is 3 feet 9 inches. The minimum age for this tour is 8 years old. The maximum weight for this tour is 280lbs.
994872,20,Unit Name,Tranopy Adventure
994872,80,Intro,This tour is brilliant if you don&#8217;t have much time in Jamaica because it lets you tick off a trio of island pastimes. The trip begins with a coach drive to Ocho Rios where you&#8217;ll board the Sky Explorer chairlift. Once you&#8217;re strapped in you&#8217;ll be whisked into the air 700 metres above the thick jungle canopy. Your destination is the mountain&#8217;s summit and at the top there&#8217;s a tranquil hummingbird and butterfly garden to explore. Soon after you&#8217;ll head further down the mountain for the next part of your tour &#8211; the bobsled ride. Hold on tight for a high-speed ride through the foliage. Your last activity is zip-lining. Bravery is put to the test here as one by one you step off a wooden platform to whiz through the jungle in a harness. You&#8217;ll have time to get your breath back before heading back to the ship &#8211; there&#8217;s an infinity pool and a Jamaican restaurant waiting for you at the end of the course.
994872,100,Excursion duration,6hrs
994872,118,Maximum Participation,40
994872,200,Just so you know,You&#8217;ll need to sign a liability waiver before you can take this tour. And if you fancy swimming in the infinity pool be sure to bring a towel.
987728,20,Unit Name,Montego Bay Bike Tour
987728,80,Intro,Jamaica moves at its own pace so it&#8217;s time to slow down and take it easy. To make sure we go with the flow we&#8217;ve picked this really laidback bike tour. Our slow-paced pedal will take in the local veggie market to give you a feel for island life. You&#8217;ll cycle past Jarret Park &#8211; the place where Bob Marley sang his way on to the world stage. And you&#8217;ll take a well-deserved break at Dr Cave&#8217;s beach the best stretch of sand in Montego Bay.
987728,100,Excursion duration,4-5hrs
987728,118,Maximum Participation,6
987728,200,Just so you know,This bike tour is about 15 miles long. You&#8217;ll need to collect your ticket directly from the Star Bikestations representative on board who will also be able to give you more information about the tour. The minimum age for this bike tour is 10 years old.
988031,20,Unit Name,Dunns River Falls Express
988031,80,Intro,Dunn&#8217;s River Falls are a Jamaican national treasure. And this tour gives you a chance to don your swimming gear and get up close to its plunge-pools waterfalls and thermal springs. You&#8217;ll form a human chain and led by guides climb the waterfalls. Check out the tropical backdrop of ferns bamboos and orchids along the way and pause for a natural massage under the cascading water. If you&#8217;d rather not get wet you can relax on the viewing platform and take it all in from dry land. When you&#8217;ve had your fill of exploring you will take the scenic drive back to port.
988031,100,Excursion duration,6hrs
988031,118,Maximum Participation,200
988031,200,Just so you know,There are about 200 steps to climb the waterfall. Youll need to wear non-skid footwear which can be rent locally. The minimum height to go on this tour is 3 foot. Lunch isnt included.
988032,20,Unit Name,Bobsled Jamaica &amp; Dunns River Falls
988032,80,Intro,This tour takes place on Mystic Mountain a cluster of peaks covered in more than 100 acres of rainforest. To get to the summit you&#8217;ll hop in a chair lift skimming the jungle canopy 700 metres above the ground. When you reach the top there&#8217;s a Jamaican history exhibit to explore and a butterfly and hummingbird garden. The main attraction though is the bobsled track which twists and turns for more than 3700 feet. You&#8217;ll have your very own Cool Runnings moment as you climb into a bobsled and take on the track. It&#8217;s been designed so as not to disturb the surrounding vegetation which means you&#8217;ll dodge ancient trees and fly through narrow chutes of greenery. When your ride comes to an end you&#8217;ll be whisked off to another island attraction the Dunn&#8217;s River Falls. This series of waterfalls is about as synonymous with Jamaica as Bob Marley. They&#8217;re terraced like a big staircase and thousands of people visit each year to climb them. Today it&#8217;s your turn.
988032,100,Excursion duration,6hrs
988032,118,Maximum Participation,40
988032,200,Just so you know,You&#8217;ll need to sign a liability waiver before you can go on this tour. The falls can be slippery so we recommend you wear rubber-soled shoes.
988034,20,Unit Name,Montego Bay Highlights &amp; Rose Hall Great House
988034,80,Intro,Legend has it that Rose Hall Great House is haunted by the spirit of Annie Palmer who came to the sugar plantation from France on the arm of her new &#8211; and very rich &#8211; husband. She rapidly worked her way through 3 husbands so the story goes each one meeting a grisly end. She became well known as a practitioner of the dark arts leading the plantation slaves to kill her and seal her special grave with voodoo magic. Unfortunately they didn&#8217;t complete the ritual correctly and Annie&#8217;s said to roam the hall to this day. You&#8217;ll learn all about the White Witch of Rose Hall on your guided tour before taking a little &#8216;Witches Brew&#8217; for refreshment. Your day out doesn&#8217;t end there though. The sightseeing continues from the comfort of your coach through Ironshore and the Hip Strip on your way to the colourful craft market.
988034,100,Excursion duration,3hrs
988034,118,Maximum Participation,100
989971,20,Unit Name,Hop On Hop Off Shuttle Service - Beach &amp; Shopping
989971,80,Intro,Put your own itinerary together with a pass for our hop-on hop-off shuttle bus. The buses run every 30 to 45 minutes so it&#8217;s easy to pick and choose where you want to go. If you fancy a bit of shopping jump off at the Shoppes of Rose Hall. It&#8217;s an upscale mall with designer duty-free shops jewellery boutiques and speciality stores. Or stop at the craft market where you can watch artisans hand-crafting their wares. Lively Margaritaville is another option. It&#8217;s right in the heart of Mo Bay&#8217;s &#8216;Hip Strip&#8217; and lines up a hot tub water trampolines and a slide that goes from the roof terrace into the Caribbean Sea. There&#8217;s a bar and restaurant too so it&#8217;s a good place for lunch. Feel like something a bit more relaxed? Hop off at Doctor&#8217;s Cave Beach one of the most famous in Jamaica.
971807,20,Unit Name,Chukka horseback ride and swim
971807,80,Intro,Saddle up for a horseback trek along Jamaica&#8217;s leafy green coastline topped off with a splash in the Caribbean Sea. The adventure starts in the farming village of Pumpkin Bottom. A couple of clued-up guides will lead you through the streets before trotting to the ruins of an 18th-century sugar plantation. From here you&#8217;ll make your way to a private beach where the pros will get your steed ready for a swim in the sea. With you at the reins the handlers will guide your horse through the waves then it&#8217;s back to the beach where you can nose through the photos.
971807,100,Excursion duration,3 hrs
971807,118,Maximum Participation,50
971808,20,Unit Name,Chukka jungle river tubing
971808,80,Intro,This trip will have you bobbing down one of Jamaica&#8217;s biggest rivers in a rubber ring ticking off rapids and waterfalls along the way. Once everyone is ready to hit the water it&#8217;s time to flop onto an inflatable tube and cast off. There are a few photo stops at waterfalls and bridges on the way and savvy guides will tell you all about the flora and fauna along the water&#8217;s edge. Things get a bit choppy when you hit the rapids though so be sure to bring a change of clothes for afterwards.
971808,100,Excursion duration,3 hrs
971808,118,Maximum Participation,20
971809,20,Unit Name,Chukka zipline canopy &amp; tubing combo
971809,80,Intro,One minute you&#8217;ll be swinging Tarzan-like through the trees the next you&#8217;ll be flaking out in a rubber ring on the water. This trip starts with a nature walk to the banks of Jamaica&#8217;s Great River one of the longest waterways on the island. Once you&#8217;ve put on some safety gear you&#8217;ll clamber up to the first platform and start your adventure through the trees. Zipping between a network of platforms the big hitter is a 1000 foot wire where you can reach speeds of 35mph. To calm things down after you&#8217;ve hurtled over the water there&#8217;s time to grab a rubber ring and float lazily down the river.
971809,100,Excursion duration,5.5 hours
971809,118,Maximum Participation,20
971157,20,Unit Name,High Tea at Good Hope Estate
971157,80,Intro,If you&#8217;ve ever fancied a spot of afternoon tea you&#8217;ll struggle to find a more appropriate setting for your tea-tasting than this. Spanning over 2000 acres the Good Hope Estate is the largest sugar plantation in Jamaica and offers a mixture of breathtaking scenery and rich history. After docking in Montego Bay youll be driven into the heart of Jamaica&#8217;s mountainous interior. Peering out over the Queen of Spain Valley the Martha Brae River and the Cockpit Mountains you&#8217;ll want to have your finger on the shutter ready to capture some spectacular views. Upon arrival you&#8217;ll have a quick familiarisation session before you&#8217;re whisked across to the Great House. Built for his bride in 1755 by Colonel Thomas Williams this place is steeped in history and remains decked out with lavish centuries-old antiques. You&#8217;ll enjoy high tea and an assortment of savouries scones and pastries before visiting the estate&#8217;s potter in residence David Pinto. Finally you&#8217;ll have the chance to buy some unique souvenirs from the Trading House &#8211; the only one of its kind in the Caribbean &#8211; before heading back to the pier.
971157,100,Excursion duration,5hrs
971157,118,Maximum Participation,40
971158,20,Unit Name,Chukka Zipline Canopy Adventure
971158,80,Intro,If you view yourself as an aspiring George of the Jungle a bit of a Tarzan wannabe or you just fancy a bird&#8217;s eye view of the Jamaican rainforest look no further. This half-day excursion offers the opportunity to experience an unmissable treetop adventure surrounded by the remarkable flora and fauna of the Caribbean. After a short transfer to the heart of Cranbrook Flower Forest you&#8217;ll receive a full safety briefing and demonstrations from certified guides &#8211; who will accompany you throughout your journey. You&#8217;ll begin with a short hike to the starting point where your first traverse awaits. Soaring 14 meters above the Great River brace yourself to fly feet-first across the zip-wire touching down safely at the other side. You&#8217;ll continue across eight more unique traverses over springs and river canyons with some stunning nature walks in-between. You&#8217;ll finish with the highlight the exhilarating 300 metre-long InterParish Express where you can reach speeds of up to 55 kilometres an hour. Back at base you&#8217;ll have chance to catch your breath and buy professional snaps if you wish before heading back to the port.
971158,100,Excursion duration,4hrs
971158,118,Maximum Participation,75
995941,20,Unit Name,Loch Ness &amp; Urquhart Castle Ruins
995941,80,Intro,You&#8217;ll trace a path alongside the mysterious Loch Ness on this driving tour. Legend has it it&#8217;s where the prehistoric monster &#8216;Nessie&#8217; roams the waters. The loch itself is pretty incredible too. The 23-mile body of water is overlooked by steep wood-cloaked banks and in some parts reaches depths of 900 feet. This trip is all about taking in the Scottish scenery and you&#8217;ll journey through Inverness &#8211; also known as the &#8216;capital of the highlands&#8217; &#8211; and pass by salmon rivers valleys and glens on your way. When you reach the village of Drumnadrochit there&#8217;ll be a stop at Urquhart Castle a medieval fortress that was used in the Scots&#8217; struggle for independence from England in the 15th century. It was blown up in 1692 and nowadays only the crumbling walls remain. Keep an eye out for Nessie here too &#8211; according to locals she lives in a shallow cave beneath the castle.
995941,100,Excursion duration,4.5hrs
995941,118,Maximum Participation,110
996071,20,Unit Name,Dunrobin Castle Gardens &amp; Falconry Display
996071,80,Intro,You&#8217;ll find out how people lived back in the 19th century on this tour with a visit to Dunrobin Castle. One of the oldest of its kind in Scotland this place is the opposite of the dark-stone medieval strongholds the nation is famous for. Instead it showcases sky-high turrets and Cinderella-like towers which are surrounded by immaculate Victorian gardens that overlook the sea. Inside take a look at the elegant piano and huge paintings in the music room. Then breathe in the scent of the 10000 dusty books stacked in the library. As for the dining room it&#8217;s like walking into a period film set with its wood-panelled walls grand fireplace and oak chairs. The table is even set with shining Georgian silverware so you can see how the lords and ladies dined once upon a time. After a tour of the castle you&#8217;ll head out to the gardens to watch a birds of prey demonstration. The castle&#8217;s professional falconer will give you an insight into the hunting methods of the owls hawks and falcons as they perform an exciting flying display overhead.
996071,100,Excursion duration,4.5hrs
996071,118,Maximum Participation,44
996072,20,Unit Name,Glenmorangie Distillery &amp; Dornoch
996072,80,Intro,You&#8217;ll learn all about a subject close to the heart of the locals on this one &#8211; malt whiskey. One of the nation&#8217;s favourites is Glenmorangie which is produced in the town of Tain. The word Glenmorangie actually means &#8216;Glen of Tranquillity&#8217; in Gaelic which is spot on when you consider the distillery&#8217;s surroundings. It&#8217;s set in the Scottish Highlands so valleys rivers and hills stretch as far as the eye can see. Today we&#8217;ll visit the Glenmorangie Distillery which has been producing the smooth stuff for over 150 years. You&#8217;ll see the methods and equipment used in the making process and get a look at the swan-necked stills that remove the sulphur from the alcohol &#8211; they&#8217;re the tallest in the Highlands in fact. Afterwards you&#8217;ll head to the Visitor Centre which has been converted from the distillery&#8217;s original still-house. In here you&#8217;ll get up close to a 130-year-old working steam engine and discover the ancient skills of coopering and malting.
996072,100,Excursion duration,3.5hrs
996072,118,Maximum Participation,44
996073,20,Unit Name,Sealife EcoVenture in R.I.B.
996073,80,Intro,Just off the coast of Invergordon is the area of Moray Firth which is home to some very friendly residents &#8211; a colony of bottlenose dolphins. They&#8217;re one of only two colonies in the UK and the most northern in the world. On this trip you&#8217;ll sit back and take in the views of the craggy cliffs as a high-speed Rigid Inflatable Boat whisks you through the Scottish waters. As you&#8217;re keeping an eye out for the dolphins you might also spot harbour porpoise common and grey seals as well as the occasional minke whale. Your skipper will give you a background into the habits of any animals you see as well as pointing out interesting bird life that&#8217;s unique to this part of the world. And for a bit of a history fix you&#8217;ll pass some of the imposing war fortresses that dot the coastline.
996073,100,Excursion duration,3hrs
996073,118,Maximum Participation,10
996074,20,Unit Name,Cawdor Castle &amp; Culloden Moor
